establishment_type,severity,inspection_date
Restaurant,S - Significant,2023-10-18
Restaurant,C - Crucial,2023-10-18
Restaurant,C - Crucial,2023-10-18
Student Nutrition Site,S - Significant,2023-11-07
Community Kitchen (Meal Program),S - Significant,2022-10-26
Community Kitchen (Meal Program),S - Significant,2022-10-26
Cafeteria - Private Access,S - Significant,2023-03-01
Cafeteria - Private Access,S - Significant,2023-09-19
Food Take Out,S - Significant,2022-07-14
Restaurant,S - Significant,2022-08-26
Restaurant,S - Significant,2022-09-16
Food Take Out,S - Significant,2023-01-17
Food Take Out,S - Significant,2023-01-17
Restaurant,S - Significant,2023-07-04
Restaurant,S - Significant,2023-11-01
Restaurant,S - Significant,2022-02-10
Restaurant,S - Significant,2023-01-11
Food Processing Plant,S - Significant,2022-10-11
Food Processing Plant,C - Crucial,2022-10-11
Food Processing Plant,C - Crucial,2023-07-25
Food Processing Plant,S - Significant,2023-07-25
Food Processing Plant,C - Crucial,2023-09-07
Supermarket,S - Significant,2022-12-12
Food Take Out,C - Crucial,2022-05-31
Food Take Out,C - Crucial,2022-05-31
Food Take Out,S - Significant,2022-05-31
Restaurant,S - Significant,2022-07-04
Restaurant,C - Crucial,2022-07-04
Restaurant,S - Significant,2022-07-04
Restaurant,S - Significant,2023-06-12
Restaurant,C - Crucial,2023-06-12
Restaurant,S - Significant,2023-06-12
Restaurant,S - Significant,2023-11-29
Restaurant,S - Significant,2023-11-29
Supermarket,S - Significant,2023-03-23
Supermarket,S - Significant,2023-03-23
Supermarket,S - Significant,2023-03-23
Supermarket,S - Significant,2023-03-23
Food Take Out,S - Significant,2022-07-27
Food Take Out,S - Significant,2023-07-31
Food Take Out,C - Crucial,2022-06-24
Food Take Out,S - Significant,2022-06-24
Food Take Out,S - Significant,2022-09-13
Food Take Out,S - Significant,2022-12-21
Food Take Out,S - Significant,2022-12-21
Restaurant,S - Significant,2022-07-25
Restaurant,S - Significant,2022-07-25
Restaurant,S - Significant,2022-07-25
Restaurant,S - Significant,2023-03-27
Restaurant,S - Significant,2023-03-27
Restaurant,C - Crucial,2022-07-20
Restaurant,S - Significant,2022-07-20
Restaurant,S - Significant,2022-07-20
Restaurant,S - Significant,2022-07-20
Restaurant,C - Crucial,2023-02-06
Restaurant,S - Significant,2023-02-06
Restaurant,S - Significant,2023-02-06
Restaurant,S - Significant,2023-02-06
Restaurant,S - Significant,2023-02-06
Restaurant,C - Crucial,2023-02-06
Restaurant,S - Significant,2023-08-25
Restaurant,S - Significant,2023-08-25
Restaurant,S - Significant,2023-08-25
Restaurant,S - Significant,2023-08-25
Restaurant,S - Significant,2023-10-24
Restaurant,S - Significant,2023-07-26
Restaurant,S - Significant,2024-01-15
Restaurant,S - Significant,2022-09-08
Restaurant,S - Significant,2022-05-20
Restaurant,S - Significant,2022-11-18
Restaurant,S - Significant,2023-01-12
Restaurant,S - Significant,2023-01-12
Food Caterer,S - Significant,2023-09-05
Restaurant,S - Significant,2022-05-18
Restaurant,S - Significant,2023-07-17
Food Court Vendor,S - Significant,2023-03-18
Food Court Vendor,C - Crucial,2023-03-18
Food Court Vendor,S - Significant,2023-03-18
Food Court Vendor,C - Crucial,2023-07-22
Food Court Vendor,S - Significant,2023-07-22
Food Court Vendor,S - Significant,2022-10-15
Food Court Vendor,S - Significant,2023-03-18
Food Court Vendor,S - Significant,2023-03-18
Food Court Vendor,C - Crucial,2023-07-22
Food Court Vendor,C - Crucial,2023-07-22
Food Court Vendor,C - Crucial,2023-07-22
Food Court Vendor,S - Significant,2023-07-22
Food Court Vendor,S - Significant,2023-11-05
Food Court Vendor,S - Significant,2023-11-05
Restaurant,S - Significant,2022-05-25
Restaurant,S - Significant,2023-06-29
Restaurant,S - Significant,2022-06-08
Restaurant,S - Significant,2022-06-08
Restaurant,S - Significant,2023-07-20
Restaurant,S - Significant,2023-12-05
Restaurant,S - Significant,2023-08-25
Restaurant,C - Crucial,2023-12-06
Restaurant,S - Significant,2023-12-06
Restaurant,S - Significant,2023-12-06
Restaurant,S - Significant,2023-12-06
Restaurant,S - Significant,2023-12-06
Restaurant,S - Significant,2023-12-06
Restaurant,S - Significant,2023-12-06
Restaurant,S - Significant,2023-12-06
Restaurant,S - Significant,2022-05-25
Restaurant,S - Significant,2023-02-14
Restaurant,S - Significant,2023-09-21
Food Take Out,S - Significant,2022-10-25
Food Take Out,S - Significant,2022-10-25
Food Take Out,C - Crucial,2022-10-25
Food Take Out,S - Significant,2022-10-25
Food Take Out,C - Crucial,2022-10-25
Food Take Out,S - Significant,2023-02-15
Food Take Out,S - Significant,2023-02-15
Food Take Out,S - Significant,2023-07-11
Child Care - Catered,S - Significant,2023-05-26
Child Care - Catered,S - Significant,2023-05-26
Restaurant,S - Significant,2023-06-13
Restaurant,S - Significant,2023-04-19
Restaurant,C - Crucial,2022-06-27
Restaurant,S - Significant,2022-06-27
Restaurant,S - Significant,2022-06-27
Restaurant,S - Significant,2022-06-27
Restaurant,S - Significant,2022-06-27
Restaurant,S - Significant,2022-12-05
Restaurant,C - Crucial,2022-04-05
Restaurant,C - Crucial,2022-04-05
Restaurant,S - Significant,2022-04-05
Restaurant,C - Crucial,2022-05-17
Restaurant,C - Crucial,2022-05-17
Restaurant,S - Significant,2022-05-17
Restaurant,C - Crucial,2023-04-03
Restaurant,S - Significant,2023-04-03
Restaurant,S - Significant,2023-10-17
Food Take Out,S - Significant,2022-04-01
Food Take Out,S - Significant,2023-05-08
Restaurant,S - Significant,2023-10-26
Restaurant,S - Significant,2023-10-26
Restaurant,S - Significant,2023-10-26
Food Take Out,S - Significant,2023-04-24
Restaurant,C - Crucial,2023-10-16
Restaurant,S - Significant,2023-10-16
Restaurant,S - Significant,2023-07-17
Restaurant,S - Significant,2022-06-17
Restaurant,S - Significant,2022-06-17
Restaurant,S - Significant,2022-06-17
Restaurant,C - Crucial,2023-04-24
Restaurant,C - Crucial,2023-04-24
Restaurant,S - Significant,2023-04-24
Restaurant,S - Significant,2023-04-24
Restaurant,C - Crucial,2023-09-28
Restaurant,C - Crucial,2023-09-28
Food Take Out,S - Significant,2023-12-28
Restaurant,S - Significant,2023-07-18
Restaurant,S - Significant,2023-07-18
Restaurant,C - Crucial,2022-08-22
Restaurant,S - Significant,2022-08-22
Restaurant,S - Significant,2022-03-28
Restaurant,S - Significant,2022-06-15
Restaurant,S - Significant,2023-02-22
Restaurant,S - Significant,2023-02-22
Restaurant,S - Significant,2023-02-22
Restaurant,S - Significant,2023-09-14
Restaurant,S - Significant,2022-04-26
Restaurant,C - Crucial,2023-03-21
Restaurant,S - Significant,2023-03-21
Restaurant,S - Significant,2023-03-21
Restaurant,S - Significant,2023-06-05
Restaurant,S - Significant,2023-06-05
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2022-11-03
Food Take Out,S - Significant,2023-09-19
Restaurant,S - Significant,2022-11-01
Restaurant,C - Crucial,2022-11-01
Restaurant,S - Significant,2022-11-01
Fish Shop,S - Significant,2022-02-10
Fish Shop,S - Significant,2023-03-16
Fish Shop,S - Significant,2023-03-16
Fish Shop,C - Crucial,2023-06-21
Bakery,S - Significant,2023-03-20
Bakery,S - Significant,2023-03-20
Bakery,S - Significant,2023-03-20
Bakery,S - Significant,2023-12-13
Bakery,S - Significant,2023-12-13
Bakery,S - Significant,2023-12-13
Food Take Out,S - Significant,2023-09-22
Food Take Out,S - Significant,2023-09-22
Restaurant,S - Significant,2022-07-11
Restaurant,S - Significant,2023-12-04
Restaurant,S - Significant,2023-12-04
Food Court Vendor,C - Crucial,2022-04-08
Food Court Vendor,S - Significant,2022-04-08
Food Court Vendor,C - Crucial,2022-04-08
Food Court Vendor,S - Significant,2022-04-08
Food Court Vendor,S - Significant,2022-04-08
Food Take Out,S - Significant,2022-08-19
Food Take Out,S - Significant,2022-08-19
Food Take Out,C - Crucial,2023-10-06
Food Take Out,S - Significant,2023-10-06
Food Take Out,C - Crucial,2023-10-06
Food Take Out,C - Crucial,2023-10-06
Restaurant,S - Significant,2022-03-21
Restaurant,S - Significant,2023-07-26
Restaurant,C - Crucial,2023-07-26
Restaurant,C - Crucial,2023-11-23
Restaurant,S - Significant,2023-11-23
Restaurant,C - Crucial,2022-12-20
Restaurant,S - Significant,2022-12-20
Restaurant,S - Significant,2023-09-25
Restaurant,C - Crucial,2023-09-25
Restaurant,S - Significant,2023-09-25
Restaurant,S - Significant,2023-09-25
Restaurant,S - Significant,2023-09-25
Restaurant,C - Crucial,2023-09-25
Restaurant,S - Significant,2022-03-28
Restaurant,S - Significant,2023-03-28
Restaurant,S - Significant,2023-11-09
Supermarket,C - Crucial,2022-05-10
Supermarket,S - Significant,2022-05-10
Supermarket,C - Crucial,2023-04-03
Supermarket,S - Significant,2023-04-03
Supermarket,S - Significant,2023-07-20
Supermarket,C - Crucial,2023-07-20
Supermarket,S - Significant,2023-10-27
Restaurant,S - Significant,2022-07-15
Restaurant,S - Significant,2022-07-07
Restaurant,S - Significant,2023-03-01
Restaurant,S - Significant,2022-06-03
Food Take Out,S - Significant,2023-03-24
Restaurant,S - Significant,2023-04-11
Restaurant,S - Significant,2023-08-24
Restaurant,S - Significant,2023-10-16
Restaurant,S - Significant,2023-10-16
Restaurant,S - Significant,2022-05-09
Restaurant,S - Significant,2022-05-09
Restaurant,C - Crucial,2023-03-13
Restaurant,S - Significant,2023-03-13
Restaurant,S - Significant,2022-11-08
Food Take Out,S - Significant,2023-06-15
Restaurant,S - Significant,2022-05-18
Food Take Out,S - Significant,2023-10-17
Restaurant,S - Significant,2023-01-23
Restaurant,S - Significant,2023-01-23
Restaurant,S - Significant,2023-01-23
Restaurant,S - Significant,2022-06-10
Restaurant,S - Significant,2023-01-24
Restaurant,S - Significant,2023-01-24
Restaurant,S - Significant,2023-05-19
Restaurant,S - Significant,2023-11-29
Food Take Out,S - Significant,2022-07-27
Food Take Out,S - Significant,2023-12-18
Food Take Out,S - Significant,2023-12-18
Food Take Out,S - Significant,2023-12-18
Supermarket,S - Significant,2022-07-25
Supermarket,S - Significant,2023-12-18
Supermarket,S - Significant,2023-12-18
Supermarket,S - Significant,2023-12-18
Restaurant,S - Significant,2022-06-14
Restaurant,S - Significant,2022-06-14
Restaurant,S - Significant,2023-03-08
Restaurant,S - Significant,2023-03-08
Restaurant,S - Significant,2023-09-07
Food Take Out,C - Crucial,2022-05-10
Food Take Out,S - Significant,2022-05-10
Food Take Out,C - Crucial,2022-05-10
Food Take Out,S - Significant,2022-05-10
Food Take Out,S - Significant,2022-05-10
Food Take Out,S - Significant,2023-04-25
Food Take Out,S - Significant,2023-05-24
Restaurant,C - Crucial,2022-12-08
Restaurant,S - Significant,2022-12-08
Restaurant,S - Significant,2022-12-08
Restaurant,C - Crucial,2022-12-08
Restaurant,S - Significant,2022-12-08
Restaurant,S - Significant,2023-07-20
Restaurant,S - Significant,2023-07-20
Restaurant,S - Significant,2023-07-20
Restaurant,S - Significant,2023-11-09
Food Take Out,S - Significant,2023-09-21
Restaurant,C - Crucial,2023-07-20
Restaurant,C - Crucial,2023-07-20
Retirement Homes(Licensed),S - Significant,2023-05-19
Retirement Homes(Licensed),S - Significant,2023-09-13
Restaurant,S - Significant,2023-01-31
Banquet Facility,S - Significant,2023-10-24
Banquet Facility,S - Significant,2023-10-24
Restaurant,S - Significant,2022-11-29
Restaurant,S - Significant,2022-11-29
Restaurant,S - Significant,2023-03-08
Restaurant,S - Significant,2023-06-13
Restaurant,S - Significant,2023-11-01
Restaurant,S - Significant,2023-11-01
Restaurant,S - Significant,2022-05-31
Restaurant,S - Significant,2022-05-31
Restaurant,C - Crucial,2022-05-31
Restaurant,S - Significant,2022-05-31
Restaurant,S - Significant,2022-05-16
Restaurant,S - Significant,2023-01-06
Restaurant,S - Significant,2023-01-26
Restaurant,S - Significant,2023-01-26
Restaurant,S - Significant,2023-10-20
Restaurant,C - Crucial,2023-10-20
Restaurant,S - Significant,2023-10-20
Restaurant,S - Significant,2023-10-20
Restaurant,S - Significant,2023-10-20
Restaurant,S - Significant,2023-10-20
Restaurant,S - Significant,2023-10-20
Food Take Out,S - Significant,2023-07-04
Food Take Out,S - Significant,2023-07-04
Food Take Out,C - Crucial,2023-07-04
Food Take Out,S - Significant,2023-07-11
Restaurant,S - Significant,2022-08-02
Restaurant,S - Significant,2022-08-02
Retirement Homes(Licensed),S - Significant,2023-04-03
Retirement Homes(Licensed),S - Significant,2023-05-24
Restaurant,S - Significant,2023-06-07
Restaurant,S - Significant,2023-06-07
Restaurant,S - Significant,2023-06-07
Restaurant,S - Significant,2023-06-14
Restaurant,S - Significant,2023-08-30
Restaurant,S - Significant,2023-08-30
Restaurant,C - Crucial,2023-08-30
Food Court Vendor,S - Significant,2022-05-30
Food Court Vendor,S - Significant,2022-05-30
Bakery,S - Significant,2024-01-05
Food Court Vendor,S - Significant,2022-06-16
Food Court Vendor,S - Significant,2022-06-16
Food Court Vendor,S - Significant,2023-06-12
Food Take Out,S - Significant,2023-03-09
Food Take Out,S - Significant,2023-03-09
Food Take Out,S - Significant,2023-05-29
Restaurant,S - Significant,2022-07-04
Restaurant,C - Crucial,2022-07-04
Restaurant,S - Significant,2022-07-06
Restaurant,C - Crucial,2022-07-06
Restaurant,C - Crucial,2023-02-03
Restaurant,C - Crucial,2023-02-03
Restaurant,S - Significant,2023-02-03
Restaurant,S - Significant,2023-02-03
Restaurant,S - Significant,2023-02-03
Restaurant,C - Crucial,2023-02-03
Restaurant,S - Significant,2023-02-03
Restaurant,S - Significant,2023-02-03
Restaurant,S - Significant,2023-02-03
Restaurant,S - Significant,2023-02-03
Restaurant,S - Significant,2023-05-26
Restaurant,S - Significant,2023-05-26
Restaurant,S - Significant,2023-05-26
Restaurant,S - Significant,2023-05-26
Restaurant,S - Significant,2023-05-26
Restaurant,C - Crucial,2023-05-26
Restaurant,C - Crucial,2023-05-26
Restaurant,S - Significant,2023-05-26
Restaurant,C - Crucial,2023-05-26
Restaurant,C - Crucial,2023-05-26
Restaurant,S - Significant,2023-05-26
Restaurant,S - Significant,2023-05-26
Restaurant,C - Crucial,2023-11-17
Restaurant,C - Crucial,2023-11-17
Restaurant,S - Significant,2023-11-17
Restaurant,C - Crucial,2023-11-17
Restaurant,S - Significant,2023-11-17
Restaurant,S - Significant,2023-11-17
Restaurant,S - Significant,2023-11-17
Restaurant,S - Significant,2023-11-17
Restaurant,C - Crucial,2023-11-17
Restaurant,S - Significant,2023-11-17
Restaurant,S - Significant,2023-11-17
Child Care - Catered,S - Significant,2023-11-23
Restaurant,S - Significant,2023-04-25
Restaurant,S - Significant,2023-09-12
Food Take Out,S - Significant,2022-07-08
Food Take Out,S - Significant,2023-02-14
Food Take Out,S - Significant,2023-02-14
Food Take Out,S - Significant,2022-08-19
Restaurant,S - Significant,2023-12-04
Restaurant,S - Significant,2023-12-04
Restaurant,S - Significant,2023-12-04
Restaurant,S - Significant,2023-12-04
Restaurant,S - Significant,2023-12-04
Restaurant,S - Significant,2023-12-04
Food Court Vendor,S - Significant,2023-04-05
Food Court Vendor,S - Significant,2022-06-15
Food Court Vendor,S - Significant,2022-10-31
Food Court Vendor,S - Significant,2023-08-10
Food Take Out,S - Significant,2022-05-30
Food Take Out,S - Significant,2022-05-30
Food Take Out,S - Significant,2022-05-30
Food Take Out,S - Significant,2022-11-08
Food Take Out,S - Significant,2023-08-22
Food Take Out,S - Significant,2023-12-04
Food Court Vendor,S - Significant,2022-05-16
Food Court Vendor,S - Significant,2022-05-16
Food Court Vendor,S - Significant,2023-07-13
Food Take Out,S - Significant,2023-09-11
Restaurant,C - Crucial,2022-07-14
Restaurant,S - Significant,2022-07-14
Restaurant,S - Significant,2022-07-14
Food Take Out,S - Significant,2022-10-12
Food Take Out,S - Significant,2023-07-19
Food Take Out,S - Significant,2023-09-28
Food Court Vendor,S - Significant,2022-11-10
Food Court Vendor,S - Significant,2023-01-13
Food Court Vendor,S - Significant,2023-01-13
Food Court Vendor,S - Significant,2023-10-13
Food Court Vendor,S - Significant,2023-10-13
Restaurant,S - Significant,2024-01-15
Food Court Vendor,S - Significant,2023-06-27
Food Court Vendor,S - Significant,2023-06-27
Food Court Vendor,S - Significant,2022-06-14
Food Court Vendor,S - Significant,2023-05-08
Food Court Vendor,C - Crucial,2023-05-08
Food Court Vendor,S - Significant,2023-09-18
Restaurant,S - Significant,2023-03-03
Restaurant,S - Significant,2023-11-27
Restaurant,S - Significant,2022-06-17
Restaurant,S - Significant,2022-06-17
Restaurant,S - Significant,2022-11-18
Restaurant,S - Significant,2023-04-14
Restaurant,S - Significant,2023-06-21
Food Court Vendor,S - Significant,2024-01-16
Food Court Vendor,S - Significant,2024-01-16
Food Court Vendor,S - Significant,2024-01-16
Restaurant,C - Crucial,2023-01-16
Restaurant,S - Significant,2023-01-16
Restaurant,S - Significant,2023-08-14
Restaurant,S - Significant,2023-01-23
Restaurant,S - Significant,2023-05-12
Restaurant,S - Significant,2023-05-12
Restaurant,S - Significant,2023-09-15
Restaurant,S - Significant,2023-09-15
Restaurant,S - Significant,2022-12-22
Restaurant,S - Significant,2022-12-22
Restaurant,S - Significant,2022-12-22
Restaurant,S - Significant,2022-07-29
Restaurant,S - Significant,2022-07-29
Restaurant,S - Significant,2023-04-18
Restaurant,S - Significant,2023-11-14
Restaurant,S - Significant,2023-11-14
Restaurant,S - Significant,2023-11-14
Restaurant,S - Significant,2022-07-25
Restaurant,S - Significant,2022-12-05
Restaurant,S - Significant,2023-09-21
Restaurant,S - Significant,2023-09-21
Restaurant,S - Significant,2023-10-30
Restaurant,S - Significant,2023-10-30
Restaurant,S - Significant,2023-10-30
Restaurant,S - Significant,2022-05-06
Restaurant,S - Significant,2022-05-06
Restaurant,C - Crucial,2022-05-06
Restaurant,S - Significant,2022-05-06
Restaurant,C - Crucial,2022-05-06
Restaurant,S - Significant,2022-05-06
Restaurant,S - Significant,2022-10-19
Restaurant,C - Crucial,2022-10-19
Restaurant,S - Significant,2022-10-19
Restaurant,S - Significant,2022-10-19
Restaurant,S - Significant,2023-06-13
Restaurant,S - Significant,2023-06-13
Restaurant,S - Significant,2023-06-13
Restaurant,S - Significant,2023-06-13
Restaurant,S - Significant,2023-03-29
Restaurant,S - Significant,2023-06-22
Restaurant,C - Crucial,2023-06-22
Restaurant,S - Significant,2023-05-17
Restaurant,S - Significant,2023-11-21
Restaurant,S - Significant,2023-07-25
Restaurant,S - Significant,2022-12-05
Restaurant,S - Significant,2022-12-05
Restaurant,S - Significant,2022-12-05
Restaurant,S - Significant,2023-06-13
Restaurant,S - Significant,2023-06-13
Restaurant,S - Significant,2023-06-13
Restaurant,C - Crucial,2023-06-13
Food Take Out,S - Significant,2022-08-10
Food Take Out,S - Significant,2022-08-10
Food Take Out,S - Significant,2023-08-23
Food Take Out,S - Significant,2023-08-23
Food Take Out,C - Crucial,2023-08-23
Food Take Out,S - Significant,2024-01-10
Food Take Out,S - Significant,2024-01-10
Retirement Homes(Licensed),S - Significant,2024-01-15
Retirement Homes(Licensed),S - Significant,2024-01-15
Restaurant,S - Significant,2023-05-09
Restaurant,S - Significant,2022-08-04
Restaurant,S - Significant,2023-03-28
Restaurant,C - Crucial,2023-03-28
Restaurant,C - Crucial,2023-03-28
Restaurant,S - Significant,2023-03-28
Restaurant,S - Significant,2023-03-28
Restaurant,S - Significant,2023-10-31
Restaurant,S - Significant,2023-10-04
Restaurant,S - Significant,2023-04-03
Restaurant,S - Significant,2022-06-28
Restaurant,C - Crucial,2023-01-17
Restaurant,S - Significant,2023-01-17
Restaurant,S - Significant,2022-10-04
Restaurant,S - Significant,2022-10-04
Restaurant,S - Significant,2022-10-04
Restaurant,S - Significant,2022-10-04
Restaurant,S - Significant,2023-02-21
Food Take Out,S - Significant,2022-05-18
Restaurant,S - Significant,2022-11-24
Restaurant,S - Significant,2023-04-11
Retirement Homes(Licensed),C - Crucial,2022-12-13
Retirement Homes(Licensed),S - Significant,2022-12-13
Retirement Homes(Licensed),S - Significant,2023-09-27
Retirement Homes(Licensed),S - Significant,2024-01-15
Restaurant,S - Significant,2023-06-09
Restaurant,S - Significant,2023-07-10
Restaurant,S - Significant,2024-01-16
Restaurant,S - Significant,2024-01-16
Cafeteria - Public Access,S - Significant,2023-04-04
Restaurant,S - Significant,2022-06-28
Restaurant,S - Significant,2023-07-17
Restaurant,S - Significant,2023-11-15
Restaurant,S - Significant,2023-11-15
Food Court Vendor,S - Significant,2022-08-26
Food Court Vendor,C - Crucial,2022-08-26
Food Court Vendor,S - Significant,2022-08-26
Food Court Vendor,S - Significant,2022-08-30
Food Court Vendor,S - Significant,2023-03-20
Food Court Vendor,C - Crucial,2023-03-20
Food Court Vendor,S - Significant,2023-03-20
Food Court Vendor,S - Significant,2023-06-07
Food Court Vendor,S - Significant,2023-06-07
Food Court Vendor,S - Significant,2023-06-07
Food Court Vendor,C - Crucial,2023-06-07
Food Court Vendor,C - Crucial,2023-06-07
Food Court Vendor,C - Crucial,2023-06-07
Restaurant,S - Significant,2022-08-31
Restaurant,S - Significant,2023-11-21
Restaurant,C - Crucial,2023-03-10
Food Store (Convenience/Variety),S - Significant,2022-06-09
Restaurant,S - Significant,2022-11-10
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2023-07-12
Restaurant,S - Significant,2023-07-12
Cafeteria - Private Access,S - Significant,2022-10-31
Restaurant,S - Significant,2023-06-12
Restaurant,S - Significant,2023-09-06
Restaurant,S - Significant,2023-09-06
Restaurant,C - Crucial,2023-09-06
Restaurant,C - Crucial,2023-09-06
Restaurant,S - Significant,2022-06-06
Restaurant,S - Significant,2023-01-11
Restaurant,S - Significant,2023-01-11
Restaurant,S - Significant,2023-11-27
Food Take Out,C - Crucial,2023-04-17
Food Take Out,C - Crucial,2023-04-17
Food Take Out,C - Crucial,2023-04-17
Restaurant,S - Significant,2023-02-13
Restaurant,S - Significant,2023-07-17
Food Take Out,S - Significant,2022-05-02
Restaurant,S - Significant,2022-09-12
Restaurant,S - Significant,2023-06-21
Restaurant,S - Significant,2023-04-26
Restaurant,S - Significant,2023-04-26
Restaurant,S - Significant,2023-04-26
Restaurant,S - Significant,2022-07-21
Restaurant,S - Significant,2023-04-20
Restaurant,S - Significant,2023-12-19
Restaurant,C - Crucial,2022-08-22
Restaurant,C - Crucial,2022-08-22
Restaurant,S - Significant,2022-08-22
Restaurant,S - Significant,2022-08-22
Food Take Out,C - Crucial,2022-08-04
Food Take Out,S - Significant,2022-08-04
Food Take Out,S - Significant,2022-08-04
Food Take Out,C - Crucial,2022-08-04
Food Take Out,S - Significant,2023-04-20
Food Take Out,C - Crucial,2023-04-20
Food Take Out,C - Crucial,2023-04-20
Food Take Out,S - Significant,2023-07-17
Food Take Out,S - Significant,2023-07-17
Food Caterer,S - Significant,2023-11-09
Bakery,S - Significant,2023-06-20
Bakery,S - Significant,2023-06-20
Bakery,S - Significant,2024-01-05
Bakery,C - Crucial,2024-01-05
Food Take Out,S - Significant,2023-09-15
Food Take Out,S - Significant,2023-09-15
Food Take Out,C - Crucial,2023-10-16
Food Take Out,S - Significant,2023-08-16
Restaurant,S - Significant,2023-01-31
Retirement Homes(Licensed),S - Significant,2023-05-16
Restaurant,S - Significant,2023-06-02
Restaurant,S - Significant,2023-06-02
Restaurant,S - Significant,2023-03-02
Restaurant,C - Crucial,2023-03-02
Restaurant,S - Significant,2023-03-02
Restaurant,C - Crucial,2023-03-02
Restaurant,S - Significant,2023-03-02
Restaurant,S - Significant,2023-03-02
Restaurant,S - Significant,2023-03-02
Restaurant,S - Significant,2023-03-02
Restaurant,C - Crucial,2023-03-02
Restaurant,S - Significant,2023-03-02
Restaurant,S - Significant,2023-03-02
Restaurant,S - Significant,2023-03-02
Restaurant,S - Significant,2023-05-30
Restaurant,S - Significant,2023-05-30
Restaurant,S - Significant,2023-05-30
Restaurant,S - Significant,2023-05-30
Restaurant,S - Significant,2023-05-30
Restaurant,S - Significant,2023-05-30
Restaurant,S - Significant,2023-12-19
Restaurant,S - Significant,2023-12-19
Restaurant,S - Significant,2023-12-19
Restaurant,S - Significant,2023-12-19
Restaurant,S - Significant,2023-12-19
Restaurant,C - Crucial,2023-12-19
Restaurant,S - Significant,2023-12-19
Restaurant,S - Significant,2022-02-08
Restaurant,S - Significant,2023-03-17
Restaurant,C - Crucial,2023-03-17
Restaurant,S - Significant,2023-03-17
Restaurant,S - Significant,2023-03-17
Restaurant,C - Crucial,2023-07-24
Restaurant,S - Significant,2023-07-24
Restaurant,S - Significant,2023-07-24
Restaurant,S - Significant,2023-07-24
Restaurant,S - Significant,2023-10-23
Restaurant,S - Significant,2022-08-19
Restaurant,S - Significant,2023-10-18
Restaurant,S - Significant,2023-02-08
Restaurant,S - Significant,2023-06-28
Restaurant,C - Crucial,2022-01-28
Restaurant,C - Crucial,2022-01-28
Restaurant,C - Crucial,2022-07-18
Restaurant,S - Significant,2022-07-18
Restaurant,C - Crucial,2023-05-31
Restaurant,S - Significant,2023-05-31
Restaurant,S - Significant,2023-11-06
Restaurant,S - Significant,2023-11-06
Private Club,S - Significant,2022-04-13
Private Club,S - Significant,2022-04-13
Private Club,S - Significant,2023-08-17
Retirement Homes(Licensed),C - Crucial,2023-02-02
Bakery,S - Significant,2023-06-20
Food Take Out,S - Significant,2022-03-03
Food Take Out,S - Significant,2022-09-08
Food Take Out,S - Significant,2022-09-08
Retirement Homes(Licensed),S - Significant,2023-02-13
Retirement Homes(Licensed),S - Significant,2023-04-25
Retirement Homes(Licensed),S - Significant,2023-09-11
Restaurant,S - Significant,2022-06-21
Restaurant,S - Significant,2023-11-21
Restaurant,S - Significant,2022-10-24
Restaurant,S - Significant,2023-04-24
Restaurant,S - Significant,2023-01-23
Restaurant,S - Significant,2023-07-19
Restaurant,S - Significant,2023-12-08
Restaurant,S - Significant,2023-12-08
Restaurant,S - Significant,2023-05-26
Restaurant,S - Significant,2023-11-02
Restaurant,S - Significant,2023-11-02
Restaurant,C - Crucial,2023-11-02
Restaurant,S - Significant,2023-11-02
Restaurant,S - Significant,2022-03-22
Restaurant,S - Significant,2022-03-22
Restaurant,C - Crucial,2022-03-22
Restaurant,C - Crucial,2022-03-22
Restaurant,S - Significant,2022-11-23
Restaurant,S - Significant,2022-11-23
Restaurant,S - Significant,2022-11-23
Restaurant,S - Significant,2022-11-23
Restaurant,S - Significant,2023-02-03
Restaurant,S - Significant,2023-06-22
Food Take Out,S - Significant,2022-06-15
Food Take Out,S - Significant,2022-06-15
Food Take Out,S - Significant,2023-02-16
Food Take Out,S - Significant,2023-03-24
Restaurant,S - Significant,2022-12-09
Restaurant,S - Significant,2023-02-09
Restaurant,S - Significant,2023-04-21
Restaurant,S - Significant,2023-04-21
Restaurant,S - Significant,2022-06-02
Restaurant,S - Significant,2023-01-05
Food Take Out,S - Significant,2022-09-20
Food Take Out,C - Crucial,2022-09-20
Food Take Out,C - Crucial,2022-09-20
Food Take Out,S - Significant,2022-09-20
Food Take Out,S - Significant,2022-09-20
Restaurant,S - Significant,2023-10-05
Restaurant,S - Significant,2023-07-28
Butcher Shop,S - Significant,2022-10-07
Food Take Out,S - Significant,2023-10-26
Food Take Out,S - Significant,2023-10-26
Butcher Shop,S - Significant,2023-08-23
Restaurant,S - Significant,2023-08-11
Restaurant,S - Significant,2023-08-11
Restaurant,S - Significant,2022-10-20
Restaurant,S - Significant,2022-10-20
Restaurant,S - Significant,2023-02-24
Restaurant,S - Significant,2023-10-13
Restaurant,S - Significant,2023-10-13
Restaurant,S - Significant,2023-10-13
Restaurant,S - Significant,2022-08-04
Restaurant,S - Significant,2022-08-04
Restaurant,S - Significant,2022-11-29
Restaurant,S - Significant,2022-11-29
Restaurant,S - Significant,2023-04-25
